ID,Employees,Admins,Assets,Disclose,Ransomware
3899,1.0,1000.0,100.0,15.0,2.0
3900,10.0,1000.0,100.0,15.0,2.0
3901,50.0,1000.0,100.0,15.0,2.0
3902,100.0,1000.0,100.0,15.0,2.0
3903,1000.0,1000.0,100.0,15.0,2.0
3904,5000.0,1000.0,100.0,15.0,2.0
3905,10000.0,1000.0,100.0,15.0,2.0
3906,1.0,5000.0,100.0,15.0,2.0
3907,10.0,5000.0,100.0,15.0,2.0
3908,50.0,5000.0,100.0,15.0,2.0
3909,100.0,5000.0,100.0,15.0,2.0
3910,1000.0,5000.0,100.0,15.0,2.0
3911,5000.0,5000.0,100.0,15.0,2.0
3912,10000.0,5000.0,100.0,15.0,2.0
3913,1.0,10000.0,100.0,15.0,2.0
3914,10.0,10000.0,100.0,15.0,2.0
3915,50.0,10000.0,100.0,15.0,2.0
3916,100.0,10000.0,100.0,15.0,2.0
3917,1000.0,10000.0,100.0,15.0,2.0
3918,5000.0,10000.0,100.0,15.0,2.0
3919,10000.0,10000.0,100.0,15.0,2.0
3920,1.0,1.0,250.0,15.0,2.0
3921,10.0,1.0,250.0,15.0,2.0
3922,50.0,1.0,250.0,15.0,2.0
3923,100.0,1.0,250.0,15.0,2.0
3924,1000.0,1.0,250.0,15.0,2.0
3925,5000.0,1.0,250.0,15.0,2.0
3926,10000.0,1.0,250.0,15.0,2.0
3927,1.0,10.0,250.0,15.0,2.0
3928,10.0,10.0,250.0,15.0,2.0
3929,50.0,10.0,250.0,15.0,2.0
3930,100.0,10.0,250.0,15.0,2.0
3931,1000.0,10.0,250.0,15.0,2.0
3932,5000.0,10.0,250.0,15.0,2.0
3933,10000.0,10.0,250.0,15.0,2.0
3934,1.0,50.0,250.0,15.0,2.0
3935,10.0,50.0,250.0,15.0,2.0
3936,50.0,50.0,250.0,15.0,2.0
3937,100.0,50.0,250.0,15.0,2.0
3938,1000.0,50.0,250.0,15.0,2.0
3939,5000.0,50.0,250.0,15.0,2.0
3940,10000.0,50.0,250.0,15.0,2.0
3941,1.0,100.0,250.0,15.0,2.0
3942,10.0,100.0,250.0,15.0,2.0
3943,50.0,100.0,250.0,15.0,2.0
3944,100.0,100.0,250.0,15.0,2.0
3945,1000.0,100.0,250.0,15.0,2.0
3946,5000.0,100.0,250.0,15.0,2.0
3947,10000.0,100.0,250.0,15.0,2.0
3948,1.0,1000.0,250.0,15.0,2.0
3949,10.0,1000.0,250.0,15.0,2.0
3950,50.0,1000.0,250.0,15.0,2.0
3951,100.0,1000.0,250.0,15.0,2.0
3952,1000.0,1000.0,250.0,15.0,2.0
3953,5000.0,1000.0,250.0,15.0,2.0
3954,10000.0,1000.0,250.0,15.0,2.0
3955,1.0,5000.0,250.0,15.0,2.0
3956,10.0,5000.0,250.0,15.0,2.0
3957,50.0,5000.0,250.0,15.0,2.0
3958,100.0,5000.0,250.0,15.0,2.0
3959,1000.0,5000.0,250.0,15.0,2.0
3960,5000.0,5000.0,250.0,15.0,2.0
3961,10000.0,5000.0,250.0,15.0,2.0
3962,1.0,10000.0,250.0,15.0,2.0
3963,10.0,10000.0,250.0,15.0,2.0
3964,50.0,10000.0,250.0,15.0,2.0
3965,100.0,10000.0,250.0,15.0,2.0
3966,1000.0,10000.0,250.0,15.0,2.0
3967,5000.0,10000.0,250.0,15.0,2.0
3968,10000.0,10000.0,250.0,15.0,2.0
3969,1.0,1.0,500.0,15.0,2.0
3970,10.0,1.0,500.0,15.0,2.0
3971,50.0,1.0,500.0,15.0,2.0
3972,100.0,1.0,500.0,15.0,2.0
3973,1000.0,1.0,500.0,15.0,2.0
3974,5000.0,1.0,500.0,15.0,2.0
3975,10000.0,1.0,500.0,15.0,2.0
3976,1.0,10.0,500.0,15.0,2.0
3977,10.0,10.0,500.0,15.0,2.0
3978,50.0,10.0,500.0,15.0,2.0
3979,100.0,10.0,500.0,15.0,2.0
3980,1000.0,10.0,500.0,15.0,2.0
3981,5000.0,10.0,500.0,15.0,2.0
3982,10000.0,10.0,500.0,15.0,2.0
3983,1.0,50.0,500.0,15.0,2.0
3984,10.0,50.0,500.0,15.0,2.0
3985,50.0,50.0,500.0,15.0,2.0
3986,100.0,50.0,500.0,15.0,2.0
3987,1000.0,50.0,500.0,15.0,2.0
3988,5000.0,50.0,500.0,15.0,2.0
3989,10000.0,50.0,500.0,15.0,2.0
3990,1.0,100.0,500.0,15.0,2.0
3991,10.0,100.0,500.0,15.0,2.0
3992,50.0,100.0,500.0,15.0,2.0
3993,100.0,100.0,500.0,15.0,2.0
3994,1000.0,100.0,500.0,15.0,2.0
3995,5000.0,100.0,500.0,15.0,2.0
3996,10000.0,100.0,500.0,15.0,2.0
3997,1.0,1000.0,500.0,15.0,2.0
3998,10.0,1000.0,500.0,15.0,2.0
3999,50.0,1000.0,500.0,15.0,2.0
4000,100.0,1000.0,500.0,15.0,2.0
4001,1000.0,1000.0,500.0,15.0,2.0
4002,5000.0,1000.0,500.0,15.0,2.0
4003,10000.0,1000.0,500.0,15.0,2.0
4004,1.0,5000.0,500.0,15.0,2.0
4005,10.0,5000.0,500.0,15.0,2.0
4006,50.0,5000.0,500.0,15.0,2.0
4007,100.0,5000.0,500.0,15.0,2.0
4008,1000.0,5000.0,500.0,15.0,2.0
4009,5000.0,5000.0,500.0,15.0,2.0
4010,10000.0,5000.0,500.0,15.0,2.0
4011,1.0,10000.0,500.0,15.0,2.0
4012,10.0,10000.0,500.0,15.0,2.0
4013,50.0,10000.0,500.0,15.0,2.0
4014,100.0,10000.0,500.0,15.0,2.0
4015,1000.0,10000.0,500.0,15.0,2.0
4016,5000.0,10000.0,500.0,15.0,2.0
4017,10000.0,10000.0,500.0,15.0,2.0
4018,1.0,1.0,1000.0,15.0,2.0
4019,10.0,1.0,1000.0,15.0,2.0
4020,50.0,1.0,1000.0,15.0,2.0
4021,100.0,1.0,1000.0,15.0,2.0
4022,1000.0,1.0,1000.0,15.0,2.0
4023,5000.0,1.0,1000.0,15.0,2.0
4024,10000.0,1.0,1000.0,15.0,2.0
4025,1.0,10.0,1000.0,15.0,2.0
4026,10.0,10.0,1000.0,15.0,2.0
4027,50.0,10.0,1000.0,15.0,2.0
4028,100.0,10.0,1000.0,15.0,2.0
4029,1000.0,10.0,1000.0,15.0,2.0
4030,5000.0,10.0,1000.0,15.0,2.0
4031,10000.0,10.0,1000.0,15.0,2.0
4032,1.0,50.0,1000.0,15.0,2.0
4033,10.0,50.0,1000.0,15.0,2.0
4034,50.0,50.0,1000.0,15.0,2.0
4035,100.0,50.0,1000.0,15.0,2.0
4036,1000.0,50.0,1000.0,15.0,2.0
4037,5000.0,50.0,1000.0,15.0,2.0
4038,10000.0,50.0,1000.0,15.0,2.0
4039,1.0,100.0,1000.0,15.0,2.0
4040,10.0,100.0,1000.0,15.0,2.0
4041,50.0,100.0,1000.0,15.0,2.0
4042,100.0,100.0,1000.0,15.0,2.0
4043,1000.0,100.0,1000.0,15.0,2.0
4044,5000.0,100.0,1000.0,15.0,2.0
4045,10000.0,100.0,1000.0,15.0,2.0
4046,1.0,1000.0,1000.0,15.0,2.0
4047,10.0,1000.0,1000.0,15.0,2.0
4048,50.0,1000.0,1000.0,15.0,2.0
4049,100.0,1000.0,1000.0,15.0,2.0
4050,1000.0,1000.0,1000.0,15.0,2.0
4051,5000.0,1000.0,1000.0,15.0,2.0
4052,10000.0,1000.0,1000.0,15.0,2.0
4053,1.0,5000.0,1000.0,15.0,2.0
4054,10.0,5000.0,1000.0,15.0,2.0
4055,50.0,5000.0,1000.0,15.0,2.0
4056,100.0,5000.0,1000.0,15.0,2.0
4057,1000.0,5000.0,1000.0,15.0,2.0
4058,5000.0,5000.0,1000.0,15.0,2.0
4059,10000.0,5000.0,1000.0,15.0,2.0
4060,1.0,10000.0,1000.0,15.0,2.0
4061,10.0,10000.0,1000.0,15.0,2.0
4062,50.0,10000.0,1000.0,15.0,2.0
4063,100.0,10000.0,1000.0,15.0,2.0
4064,1000.0,10000.0,1000.0,15.0,2.0
4065,5000.0,10000.0,1000.0,15.0,2.0
4066,10000.0,10000.0,1000.0,15.0,2.0
4067,1.0,1.0,10000.0,15.0,2.0
4068,10.0,1.0,10000.0,15.0,2.0
4069,50.0,1.0,10000.0,15.0,2.0
4070,100.0,1.0,10000.0,15.0,2.0
4071,1000.0,1.0,10000.0,15.0,2.0
4072,5000.0,1.0,10000.0,15.0,2.0
4073,10000.0,1.0,10000.0,15.0,2.0
4074,1.0,10.0,10000.0,15.0,2.0
4075,10.0,10.0,10000.0,15.0,2.0
4076,50.0,10.0,10000.0,15.0,2.0
4077,100.0,10.0,10000.0,15.0,2.0
4078,1000.0,10.0,10000.0,15.0,2.0
4079,5000.0,10.0,10000.0,15.0,2.0
4080,10000.0,10.0,10000.0,15.0,2.0
4081,1.0,50.0,10000.0,15.0,2.0
4082,10.0,50.0,10000.0,15.0,2.0
4083,50.0,50.0,10000.0,15.0,2.0
4084,100.0,50.0,10000.0,15.0,2.0
4085,1000.0,50.0,10000.0,15.0,2.0
4086,5000.0,50.0,10000.0,15.0,2.0
4087,10000.0,50.0,10000.0,15.0,2.0
4088,1.0,100.0,10000.0,15.0,2.0
4089,10.0,100.0,10000.0,15.0,2.0
4090,50.0,100.0,10000.0,15.0,2.0
4091,100.0,100.0,10000.0,15.0,2.0
4092,1000.0,100.0,10000.0,15.0,2.0
4093,5000.0,100.0,10000.0,15.0,2.0
4094,10000.0,100.0,10000.0,15.0,2.0
4095,1.0,1000.0,10000.0,15.0,2.0
4096,10.0,1000.0,10000.0,15.0,2.0
4097,50.0,1000.0,10000.0,15.0,2.0
4098,100.0,1000.0,10000.0,15.0,2.0
4099,1000.0,1000.0,10000.0,15.0,2.0
4100,5000.0,1000.0,10000.0,15.0,2.0
4101,10000.0,1000.0,10000.0,15.0,2.0
4102,1.0,5000.0,10000.0,15.0,2.0
4103,10.0,5000.0,10000.0,15.0,2.0
4104,50.0,5000.0,10000.0,15.0,2.0
4105,100.0,5000.0,10000.0,15.0,2.0
4106,1000.0,5000.0,10000.0,15.0,2.0
4107,5000.0,5000.0,10000.0,15.0,2.0
4108,10000.0,5000.0,10000.0,15.0,2.0
4109,1.0,10000.0,10000.0,15.0,2.0
4110,10.0,10000.0,10000.0,15.0,2.0
4111,50.0,10000.0,10000.0,15.0,2.0
4112,100.0,10000.0,10000.0,15.0,2.0
4113,1000.0,10000.0,10000.0,15.0,2.0
4114,5000.0,10000.0,10000.0,15.0,2.0
4115,10000.0,10000.0,10000.0,15.0,2.0
4116,1.0,1.0,1.0,15.0,2.0
4117,10.0,1.0,1.0,15.0,2.0
4118,50.0,1.0,1.0,15.0,2.0
4119,100.0,1.0,1.0,15.0,2.0
4120,1000.0,1.0,1.0,15.0,2.0
4121,5000.0,1.0,1.0,15.0,2.0
4122,10000.0,1.0,1.0,15.0,2.0
4123,1.0,10.0,1.0,15.0,2.0
4124,10.0,10.0,1.0,15.0,2.0
4125,50.0,10.0,1.0,15.0,2.0
4126,100.0,10.0,1.0,15.0,2.0
4127,1000.0,10.0,1.0,15.0,2.0
4128,5000.0,10.0,1.0,15.0,2.0
4129,10000.0,10.0,1.0,15.0,2.0
4130,1.0,50.0,1.0,15.0,2.0
4131,10.0,50.0,1.0,15.0,2.0
4132,50.0,50.0,1.0,15.0,2.0
4133,100.0,50.0,1.0,15.0,2.0
4134,1000.0,50.0,1.0,15.0,2.0
4135,5000.0,50.0,1.0,15.0,2.0
4136,10000.0,50.0,1.0,15.0,2.0
4137,1.0,100.0,1.0,15.0,2.0
4138,10.0,100.0,1.0,15.0,2.0
4139,50.0,100.0,1.0,15.0,2.0
4140,100.0,100.0,1.0,15.0,2.0
4141,1000.0,100.0,1.0,15.0,2.0
4142,5000.0,100.0,1.0,15.0,2.0
4143,10000.0,100.0,1.0,15.0,2.0
4144,1.0,1000.0,1.0,15.0,2.0
4145,10.0,1000.0,1.0,15.0,2.0
4146,50.0,1000.0,1.0,15.0,2.0
4147,100.0,1000.0,1.0,15.0,2.0
4148,1000.0,1000.0,1.0,15.0,2.0
4149,5000.0,1000.0,1.0,15.0,2.0
4150,10000.0,1000.0,1.0,15.0,2.0
4151,1.0,5000.0,1.0,15.0,2.0
4152,10.0,5000.0,1.0,15.0,2.0
4153,50.0,5000.0,1.0,15.0,2.0
4154,100.0,5000.0,1.0,15.0,2.0
4155,1000.0,5000.0,1.0,15.0,2.0
4156,5000.0,5000.0,1.0,15.0,2.0
4157,10000.0,5000.0,1.0,15.0,2.0
4158,1.0,10000.0,1.0,15.0,2.0
4159,10.0,10000.0,1.0,15.0,2.0
4160,50.0,10000.0,1.0,15.0,2.0
4161,100.0,10000.0,1.0,15.0,2.0
4162,1000.0,10000.0,1.0,15.0,2.0
4163,5000.0,10000.0,1.0,15.0,2.0
4164,10000.0,10000.0,1.0,15.0,2.0
4165,1.0,1.0,10.0,15.0,2.0
4166,10.0,1.0,10.0,15.0,2.0
4167,50.0,1.0,10.0,15.0,2.0
4168,100.0,1.0,10.0,15.0,2.0
4169,1000.0,1.0,10.0,15.0,2.0
4170,5000.0,1.0,10.0,15.0,2.0
4171,10000.0,1.0,10.0,15.0,2.0
4172,1.0,10.0,10.0,15.0,2.0
4173,10.0,10.0,10.0,15.0,2.0
4174,50.0,10.0,10.0,15.0,2.0
4175,100.0,10.0,10.0,15.0,2.0
4176,1000.0,10.0,10.0,15.0,2.0
4177,5000.0,10.0,10.0,15.0,2.0
4178,10000.0,10.0,10.0,15.0,2.0
4179,1.0,50.0,10.0,15.0,2.0
4180,10.0,50.0,10.0,15.0,2.0
4181,50.0,50.0,10.0,15.0,2.0
4182,100.0,50.0,10.0,15.0,2.0
4183,1000.0,50.0,10.0,15.0,2.0
4184,5000.0,50.0,10.0,15.0,2.0
4185,10000.0,50.0,10.0,15.0,2.0
4186,1.0,100.0,10.0,15.0,2.0
4187,10.0,100.0,10.0,15.0,2.0
4188,50.0,100.0,10.0,15.0,2.0
4189,100.0,100.0,10.0,15.0,2.0
4190,1000.0,100.0,10.0,15.0,2.0
4191,5000.0,100.0,10.0,15.0,2.0
4192,10000.0,100.0,10.0,15.0,2.0
4193,1.0,1000.0,10.0,15.0,2.0
4194,10.0,1000.0,10.0,15.0,2.0
4195,50.0,1000.0,10.0,15.0,2.0
4196,100.0,1000.0,10.0,15.0,2.0
4197,1000.0,1000.0,10.0,15.0,2.0
4198,5000.0,1000.0,10.0,15.0,2.0
4199,10000.0,1000.0,10.0,15.0,2.0
4200,1.0,5000.0,10.0,15.0,2.0
4201,10.0,5000.0,10.0,15.0,2.0
4202,50.0,5000.0,10.0,15.0,2.0
4203,100.0,5000.0,10.0,15.0,2.0
4204,1000.0,5000.0,10.0,15.0,2.0
4205,5000.0,5000.0,10.0,15.0,2.0
4206,10000.0,5000.0,10.0,15.0,2.0
4207,1.0,10000.0,10.0,15.0,2.0
4208,10.0,10000.0,10.0,15.0,2.0
4209,50.0,10000.0,10.0,15.0,2.0
4210,100.0,10000.0,10.0,15.0,2.0
4211,1000.0,10000.0,10.0,15.0,2.0
4212,5000.0,10000.0,10.0,15.0,2.0
4213,10000.0,10000.0,10.0,15.0,2.0
4214,1.0,1.0,100.0,15.0,2.0
4215,10.0,1.0,100.0,15.0,2.0
4216,50.0,1.0,100.0,15.0,2.0
4217,100.0,1.0,100.0,15.0,2.0
4218,1000.0,1.0,100.0,15.0,2.0
4219,5000.0,1.0,100.0,15.0,2.0
4220,10000.0,1.0,100.0,15.0,2.0
4221,1.0,10.0,100.0,15.0,2.0
4222,10.0,10.0,100.0,15.0,2.0
4223,50.0,10.0,100.0,15.0,2.0
4224,100.0,10.0,100.0,15.0,2.0
4225,1000.0,10.0,100.0,15.0,2.0
4226,5000.0,10.0,100.0,15.0,2.0
4227,10000.0,10.0,100.0,15.0,2.0
4228,1.0,50.0,100.0,15.0,2.0
4229,10.0,50.0,100.0,15.0,2.0
4230,50.0,50.0,100.0,15.0,2.0
4231,100.0,50.0,100.0,15.0,2.0
4232,1000.0,50.0,100.0,15.0,2.0
4233,5000.0,50.0,100.0,15.0,2.0
4234,10000.0,50.0,100.0,15.0,2.0
4235,1.0,100.0,100.0,15.0,2.0
4236,10.0,100.0,100.0,15.0,2.0
4237,50.0,100.0,100.0,15.0,2.0
4238,100.0,100.0,100.0,15.0,2.0
4239,1000.0,100.0,100.0,15.0,2.0
4240,5000.0,100.0,100.0,15.0,2.0
4241,10000.0,100.0,100.0,15.0,2.0
4242,1.0,1000.0,100.0,15.0,2.0
4243,10.0,1000.0,100.0,15.0,2.0
4244,50.0,1000.0,100.0,15.0,2.0
4245,100.0,1000.0,100.0,15.0,2.0
4246,1000.0,1000.0,100.0,15.0,2.0
4247,5000.0,1000.0,100.0,15.0,2.0
4248,10000.0,1000.0,100.0,15.0,2.0
4249,1.0,5000.0,100.0,15.0,2.0
4250,10.0,5000.0,100.0,15.0,2.0
4251,50.0,5000.0,100.0,15.0,2.0
4252,100.0,5000.0,100.0,15.0,2.0
4253,1000.0,5000.0,100.0,15.0,2.0
4254,5000.0,5000.0,100.0,15.0,2.0
4255,10000.0,5000.0,100.0,15.0,2.0
4256,1.0,10000.0,100.0,15.0,2.0
4257,10.0,10000.0,100.0,15.0,2.0
4258,50.0,10000.0,100.0,15.0,2.0
4259,100.0,10000.0,100.0,15.0,2.0
4260,1000.0,10000.0,100.0,15.0,2.0
4261,5000.0,10000.0,100.0,15.0,2.0
4262,10000.0,10000.0,100.0,15.0,2.0
4263,1.0,1.0,250.0,15.0,2.0
4264,10.0,1.0,250.0,15.0,2.0
4265,50.0,1.0,250.0,15.0,2.0
4266,100.0,1.0,250.0,15.0,2.0
4267,1000.0,1.0,250.0,15.0,2.0
4268,5000.0,1.0,250.0,15.0,2.0
4269,10000.0,1.0,250.0,15.0,2.0
4270,1.0,10.0,250.0,15.0,2.0
4271,10.0,10.0,250.0,15.0,2.0
4272,50.0,10.0,250.0,15.0,2.0
4273,100.0,10.0,250.0,15.0,2.0
4274,1000.0,10.0,250.0,15.0,2.0
4275,5000.0,10.0,250.0,15.0,2.0
4276,10000.0,10.0,250.0,15.0,2.0
4277,1.0,50.0,250.0,15.0,2.0
4278,10.0,50.0,250.0,15.0,2.0
4279,50.0,50.0,250.0,15.0,2.0
4280,100.0,50.0,250.0,15.0,2.0
4281,1000.0,50.0,250.0,15.0,2.0
4282,5000.0,50.0,250.0,15.0,2.0
4283,10000.0,50.0,250.0,15.0,2.0
4284,1.0,100.0,250.0,15.0,2.0
4285,10.0,100.0,250.0,15.0,2.0
4286,50.0,100.0,250.0,15.0,2.0
4287,100.0,100.0,250.0,15.0,2.0
4288,1000.0,100.0,250.0,15.0,2.0
4289,5000.0,100.0,250.0,15.0,2.0
4290,10000.0,100.0,250.0,15.0,2.0
4291,1.0,1000.0,250.0,15.0,2.0
4292,10.0,1000.0,250.0,15.0,2.0
4293,50.0,1000.0,250.0,15.0,2.0
4294,100.0,1000.0,250.0,15.0,2.0
4295,1000.0,1000.0,250.0,15.0,2.0
4296,5000.0,1000.0,250.0,15.0,2.0
4297,10000.0,1000.0,250.0,15.0,2.0
4298,1.0,5000.0,250.0,15.0,2.0
4299,10.0,5000.0,250.0,15.0,2.0
4300,50.0,5000.0,250.0,15.0,2.0
4301,100.0,5000.0,250.0,15.0,2.0
4302,1000.0,5000.0,250.0,15.0,2.0
4303,5000.0,5000.0,250.0,15.0,2.0
4304,10000.0,5000.0,250.0,15.0,2.0
4305,1.0,10000.0,250.0,15.0,2.0
4306,10.0,10000.0,250.0,15.0,2.0
4307,50.0,10000.0,250.0,15.0,2.0
4308,100.0,10000.0,250.0,15.0,2.0
4309,1000.0,10000.0,250.0,15.0,2.0
4310,5000.0,10000.0,250.0,15.0,2.0
4311,10000.0,10000.0,250.0,15.0,2.0
4312,1.0,1.0,500.0,15.0,2.0
4313,10.0,1.0,500.0,15.0,2.0
4314,50.0,1.0,500.0,15.0,2.0
4315,100.0,1.0,500.0,15.0,2.0
4316,1000.0,1.0,500.0,15.0,2.0
4317,5000.0,1.0,500.0,15.0,2.0
4318,10000.0,1.0,500.0,15.0,2.0
4319,1.0,10.0,500.0,15.0,2.0
4320,10.0,10.0,500.0,15.0,2.0
4321,50.0,10.0,500.0,15.0,2.0
4322,100.0,10.0,500.0,15.0,2.0
4323,1000.0,10.0,500.0,15.0,2.0
4324,5000.0,10.0,500.0,15.0,2.0
4325,10000.0,10.0,500.0,15.0,2.0
4326,1.0,50.0,500.0,15.0,2.0
4327,10.0,50.0,500.0,15.0,2.0
4328,50.0,50.0,500.0,15.0,2.0
4329,100.0,50.0,500.0,15.0,2.0
4330,1000.0,50.0,500.0,15.0,2.0
4331,5000.0,50.0,500.0,15.0,2.0
4332,10000.0,50.0,500.0,15.0,2.0
4333,1.0,100.0,500.0,15.0,2.0
4334,10.0,100.0,500.0,15.0,2.0
4335,50.0,100.0,500.0,15.0,2.0
4336,100.0,100.0,500.0,15.0,2.0
4337,1000.0,100.0,500.0,15.0,2.0
4338,5000.0,100.0,500.0,15.0,2.0
4339,10000.0,100.0,500.0,15.0,2.0
4340,1.0,1000.0,500.0,15.0,2.0
4341,10.0,1000.0,500.0,15.0,2.0
4342,50.0,1000.0,500.0,15.0,2.0
4343,100.0,1000.0,500.0,15.0,2.0
4344,1000.0,1000.0,500.0,15.0,2.0
4345,5000.0,1000.0,500.0,15.0,2.0
4346,10000.0,1000.0,500.0,15.0,2.0
4347,1.0,5000.0,500.0,15.0,2.0
4348,10.0,5000.0,500.0,15.0,2.0
4349,50.0,5000.0,500.0,15.0,2.0
4350,100.0,5000.0,500.0,15.0,2.0
4351,1000.0,5000.0,500.0,15.0,2.0
4352,5000.0,5000.0,500.0,15.0,2.0
4353,10000.0,5000.0,500.0,15.0,2.0
4354,1.0,10000.0,500.0,15.0,2.0
4355,10.0,10000.0,500.0,15.0,2.0
4356,50.0,10000.0,500.0,15.0,2.0
4357,100.0,10000.0,500.0,15.0,2.0
4358,1000.0,10000.0,500.0,15.0,2.0
4359,5000.0,10000.0,500.0,15.0,2.0
4360,10000.0,10000.0,500.0,15.0,2.0
4361,1.0,1.0,1000.0,15.0,2.0
4362,10.0,1.0,1000.0,15.0,2.0
4363,50.0,1.0,1000.0,15.0,2.0
4364,100.0,1.0,1000.0,15.0,2.0
4365,1000.0,1.0,1000.0,15.0,2.0
4366,5000.0,1.0,1000.0,15.0,2.0
4367,10000.0,1.0,1000.0,15.0,2.0
4368,1.0,10.0,1000.0,15.0,2.0
4369,10.0,10.0,1000.0,15.0,2.0
4370,50.0,10.0,1000.0,15.0,2.0
4371,100.0,10.0,1000.0,15.0,2.0
4372,1000.0,10.0,1000.0,15.0,2.0
4373,5000.0,10.0,1000.0,15.0,2.0
4374,10000.0,10.0,1000.0,15.0,2.0
4375,1.0,50.0,1000.0,15.0,2.0
4376,10.0,50.0,1000.0,15.0,2.0
4377,50.0,50.0,1000.0,15.0,2.0
4378,100.0,50.0,1000.0,15.0,2.0
4379,1000.0,50.0,1000.0,15.0,2.0
4380,5000.0,50.0,1000.0,15.0,2.0
4381,10000.0,50.0,1000.0,15.0,2.0
4382,1.0,100.0,1000.0,15.0,2.0
4383,10.0,100.0,1000.0,15.0,2.0
4384,50.0,100.0,1000.0,15.0,2.0
4385,100.0,100.0,1000.0,15.0,2.0
4386,1000.0,100.0,1000.0,15.0,2.0
4387,5000.0,100.0,1000.0,15.0,2.0
4388,10000.0,100.0,1000.0,15.0,2.0
4389,1.0,1000.0,1000.0,15.0,2.0
4390,10.0,1000.0,1000.0,15.0,2.0
4391,50.0,1000.0,1000.0,15.0,2.0
4392,100.0,1000.0,1000.0,15.0,2.0
4393,1000.0,1000.0,1000.0,15.0,2.0
4394,5000.0,1000.0,1000.0,15.0,2.0
4395,10000.0,1000.0,1000.0,15.0,2.0
4396,1.0,5000.0,1000.0,15.0,2.0
4397,10.0,5000.0,1000.0,15.0,2.0
4398,50.0,5000.0,1000.0,15.0,2.0
4399,100.0,5000.0,1000.0,15.0,2.0
4400,1000.0,5000.0,1000.0,15.0,2.0
4401,5000.0,5000.0,1000.0,15.0,2.0
4402,10000.0,5000.0,1000.0,15.0,2.0
4403,1.0,10000.0,1000.0,15.0,2.0
4404,10.0,10000.0,1000.0,15.0,2.0
4405,50.0,10000.0,1000.0,15.0,2.0
4406,100.0,10000.0,1000.0,15.0,2.0
4407,1000.0,10000.0,1000.0,15.0,2.0
4408,5000.0,10000.0,1000.0,15.0,2.0
4409,10000.0,10000.0,1000.0,15.0,2.0
4410,1.0,1.0,10000.0,15.0,2.0
4411,10.0,1.0,10000.0,15.0,2.0
4412,50.0,1.0,10000.0,15.0,2.0
4413,100.0,1.0,10000.0,15.0,2.0
4414,1000.0,1.0,10000.0,15.0,2.0
4415,5000.0,1.0,10000.0,15.0,2.0
4416,10000.0,1.0,10000.0,15.0,2.0
4417,1.0,10.0,10000.0,15.0,2.0
4418,10.0,10.0,10000.0,15.0,2.0
4419,50.0,10.0,10000.0,15.0,2.0
4420,100.0,10.0,10000.0,15.0,2.0
4421,1000.0,10.0,10000.0,15.0,2.0
4422,5000.0,10.0,10000.0,15.0,2.0
4423,10000.0,10.0,10000.0,15.0,2.0
4424,1.0,50.0,10000.0,15.0,2.0
4425,10.0,50.0,10000.0,15.0,2.0
4426,50.0,50.0,10000.0,15.0,2.0
4427,100.0,50.0,10000.0,15.0,2.0
4428,1000.0,50.0,10000.0,15.0,2.0
4429,5000.0,50.0,10000.0,15.0,2.0
4430,10000.0,50.0,10000.0,15.0,2.0
4431,1.0,100.0,10000.0,15.0,2.0
4432,10.0,100.0,10000.0,15.0,2.0
4433,50.0,100.0,10000.0,15.0,2.0
4434,100.0,100.0,10000.0,15.0,2.0
4435,1000.0,100.0,10000.0,15.0,2.0
4436,5000.0,100.0,10000.0,15.0,2.0
4437,10000.0,100.0,10000.0,15.0,2.0
4438,1.0,1000.0,10000.0,15.0,2.0
4439,10.0,1000.0,10000.0,15.0,2.0
4440,50.0,1000.0,10000.0,15.0,2.0
4441,100.0,1000.0,10000.0,15.0,2.0
4442,1000.0,1000.0,10000.0,15.0,2.0
4443,5000.0,1000.0,10000.0,15.0,2.0
4444,10000.0,1000.0,10000.0,15.0,2.0
4445,1.0,5000.0,10000.0,15.0,2.0
4446,10.0,5000.0,10000.0,15.0,2.0
4447,50.0,5000.0,10000.0,15.0,2.0
4448,100.0,5000.0,10000.0,15.0,2.0
4449,1000.0,5000.0,10000.0,15.0,2.0
4450,5000.0,5000.0,10000.0,15.0,2.0
4451,10000.0,5000.0,10000.0,15.0,2.0
4452,1.0,10000.0,10000.0,15.0,2.0
4453,10.0,10000.0,10000.0,15.0,2.0
4454,50.0,10000.0,10000.0,15.0,2.0
4455,100.0,10000.0,10000.0,15.0,2.0
4456,1000.0,10000.0,10000.0,15.0,2.0
4457,5000.0,10000.0,10000.0,15.0,2.0
4458,10000.0,10000.0,10000.0,15.0,2.0
4459,1.0,1.0,1.0,20.0,2.0
4460,10.0,1.0,1.0,20.0,2.0
4461,50.0,1.0,1.0,20.0,2.0
4462,100.0,1.0,1.0,20.0,2.0
4463,1000.0,1.0,1.0,20.0,2.0
4464,5000.0,1.0,1.0,20.0,2.0
4465,10000.0,1.0,1.0,20.0,2.0
4466,1.0,10.0,1.0,20.0,2.0
4467,10.0,10.0,1.0,20.0,2.0
4468,50.0,10.0,1.0,20.0,2.0
4469,100.0,10.0,1.0,20.0,2.0
4470,1000.0,10.0,1.0,20.0,2.0
4471,5000.0,10.0,1.0,20.0,2.0
4472,10000.0,10.0,1.0,20.0,2.0
4473,1.0,50.0,1.0,20.0,2.0
4474,10.0,50.0,1.0,20.0,2.0
4475,50.0,50.0,1.0,20.0,2.0
