ID,Employees,Admins,Assets,Disclose,Ransomware
9628,100.0,100.0,1.0,1.0,15.0
9629,1000.0,100.0,1.0,1.0,15.0
9630,5000.0,100.0,1.0,1.0,15.0
9631,10000.0,100.0,1.0,1.0,15.0
9632,1.0,1000.0,1.0,1.0,15.0
9633,10.0,1000.0,1.0,1.0,15.0
9634,50.0,1000.0,1.0,1.0,15.0
9635,100.0,1000.0,1.0,1.0,15.0
9636,1000.0,1000.0,1.0,1.0,15.0
9637,5000.0,1000.0,1.0,1.0,15.0
9638,10000.0,1000.0,1.0,1.0,15.0
9639,1.0,5000.0,1.0,1.0,15.0
9640,10.0,5000.0,1.0,1.0,15.0
9641,50.0,5000.0,1.0,1.0,15.0
9642,100.0,5000.0,1.0,1.0,15.0
9643,1000.0,5000.0,1.0,1.0,15.0
9644,5000.0,5000.0,1.0,1.0,15.0
9645,10000.0,5000.0,1.0,1.0,15.0
9646,1.0,10000.0,1.0,1.0,15.0
9647,10.0,10000.0,1.0,1.0,15.0
9648,50.0,10000.0,1.0,1.0,15.0
9649,100.0,10000.0,1.0,1.0,15.0
9650,1000.0,10000.0,1.0,1.0,15.0
9651,5000.0,10000.0,1.0,1.0,15.0
9652,10000.0,10000.0,1.0,1.0,15.0
9653,1.0,1.0,10.0,1.0,15.0
9654,10.0,1.0,10.0,1.0,15.0
9655,50.0,1.0,10.0,1.0,15.0
9656,100.0,1.0,10.0,1.0,15.0
9657,1000.0,1.0,10.0,1.0,15.0
9658,5000.0,1.0,10.0,1.0,15.0
9659,10000.0,1.0,10.0,1.0,15.0
9660,1.0,10.0,10.0,1.0,15.0
9661,10.0,10.0,10.0,1.0,15.0
9662,50.0,10.0,10.0,1.0,15.0
9663,100.0,10.0,10.0,1.0,15.0
9664,1000.0,10.0,10.0,1.0,15.0
9665,5000.0,10.0,10.0,1.0,15.0
9666,10000.0,10.0,10.0,1.0,15.0
9667,1.0,50.0,10.0,1.0,15.0
9668,10.0,50.0,10.0,1.0,15.0
9669,50.0,50.0,10.0,1.0,15.0
9670,100.0,50.0,10.0,1.0,15.0
9671,1000.0,50.0,10.0,1.0,15.0
9672,5000.0,50.0,10.0,1.0,15.0
9673,10000.0,50.0,10.0,1.0,15.0
9674,1.0,100.0,10.0,1.0,15.0
9675,10.0,100.0,10.0,1.0,15.0
9676,50.0,100.0,10.0,1.0,15.0
9677,100.0,100.0,10.0,1.0,15.0
9678,1000.0,100.0,10.0,1.0,15.0
9679,5000.0,100.0,10.0,1.0,15.0
9680,10000.0,100.0,10.0,1.0,15.0
9681,1.0,1000.0,10.0,1.0,15.0
9682,10.0,1000.0,10.0,1.0,15.0
9683,50.0,1000.0,10.0,1.0,15.0
9684,100.0,1000.0,10.0,1.0,15.0
9685,1000.0,1000.0,10.0,1.0,15.0
9686,5000.0,1000.0,10.0,1.0,15.0
9687,10000.0,1000.0,10.0,1.0,15.0
9688,1.0,5000.0,10.0,1.0,15.0
9689,10.0,5000.0,10.0,1.0,15.0
9690,50.0,5000.0,10.0,1.0,15.0
9691,100.0,5000.0,10.0,1.0,15.0
9692,1000.0,5000.0,10.0,1.0,15.0
9693,5000.0,5000.0,10.0,1.0,15.0
9694,10000.0,5000.0,10.0,1.0,15.0
9695,1.0,10000.0,10.0,1.0,15.0
9696,10.0,10000.0,10.0,1.0,15.0
9697,50.0,10000.0,10.0,1.0,15.0
9698,100.0,10000.0,10.0,1.0,15.0
9699,1000.0,10000.0,10.0,1.0,15.0
9700,5000.0,10000.0,10.0,1.0,15.0
9701,10000.0,10000.0,10.0,1.0,15.0
9702,1.0,1.0,100.0,1.0,15.0
9703,10.0,1.0,100.0,1.0,15.0
9704,50.0,1.0,100.0,1.0,15.0
9705,100.0,1.0,100.0,1.0,15.0
9706,1000.0,1.0,100.0,1.0,15.0
9707,5000.0,1.0,100.0,1.0,15.0
9708,10000.0,1.0,100.0,1.0,15.0
9709,1.0,10.0,100.0,1.0,15.0
9710,10.0,10.0,100.0,1.0,15.0
9711,50.0,10.0,100.0,1.0,15.0
9712,100.0,10.0,100.0,1.0,15.0
9713,1000.0,10.0,100.0,1.0,15.0
9714,5000.0,10.0,100.0,1.0,15.0
9715,10000.0,10.0,100.0,1.0,15.0
9716,1.0,50.0,100.0,1.0,15.0
9717,10.0,50.0,100.0,1.0,15.0
9718,50.0,50.0,100.0,1.0,15.0
9719,100.0,50.0,100.0,1.0,15.0
9720,1000.0,50.0,100.0,1.0,15.0
9721,5000.0,50.0,100.0,1.0,15.0
9722,10000.0,50.0,100.0,1.0,15.0
9723,1.0,100.0,100.0,1.0,15.0
9724,10.0,100.0,100.0,1.0,15.0
9725,50.0,100.0,100.0,1.0,15.0
9726,100.0,100.0,100.0,1.0,15.0
9727,1000.0,100.0,100.0,1.0,15.0
9728,5000.0,100.0,100.0,1.0,15.0
9729,10000.0,100.0,100.0,1.0,15.0
9730,1.0,1000.0,100.0,1.0,15.0
9731,10.0,1000.0,100.0,1.0,15.0
9732,50.0,1000.0,100.0,1.0,15.0
9733,100.0,1000.0,100.0,1.0,15.0
9734,1000.0,1000.0,100.0,1.0,15.0
9735,5000.0,1000.0,100.0,1.0,15.0
9736,10000.0,1000.0,100.0,1.0,15.0
9737,1.0,5000.0,100.0,1.0,15.0
9738,10.0,5000.0,100.0,1.0,15.0
9739,50.0,5000.0,100.0,1.0,15.0
9740,100.0,5000.0,100.0,1.0,15.0
9741,1000.0,5000.0,100.0,1.0,15.0
9742,5000.0,5000.0,100.0,1.0,15.0
9743,10000.0,5000.0,100.0,1.0,15.0
9744,1.0,10000.0,100.0,1.0,15.0
9745,10.0,10000.0,100.0,1.0,15.0
9746,50.0,10000.0,100.0,1.0,15.0
9747,100.0,10000.0,100.0,1.0,15.0
9748,1000.0,10000.0,100.0,1.0,15.0
9749,5000.0,10000.0,100.0,1.0,15.0
9750,10000.0,10000.0,100.0,1.0,15.0
9751,1.0,1.0,250.0,1.0,15.0
9752,10.0,1.0,250.0,1.0,15.0
9753,50.0,1.0,250.0,1.0,15.0
9754,100.0,1.0,250.0,1.0,15.0
9755,1000.0,1.0,250.0,1.0,15.0
9756,5000.0,1.0,250.0,1.0,15.0
9757,10000.0,1.0,250.0,1.0,15.0
9758,1.0,10.0,250.0,1.0,15.0
9759,10.0,10.0,250.0,1.0,15.0
9760,50.0,10.0,250.0,1.0,15.0
9761,100.0,10.0,250.0,1.0,15.0
9762,1000.0,10.0,250.0,1.0,15.0
9763,5000.0,10.0,250.0,1.0,15.0
9764,10000.0,10.0,250.0,1.0,15.0
9765,1.0,50.0,250.0,1.0,15.0
9766,10.0,50.0,250.0,1.0,15.0
9767,50.0,50.0,250.0,1.0,15.0
9768,100.0,50.0,250.0,1.0,15.0
9769,1000.0,50.0,250.0,1.0,15.0
9770,5000.0,50.0,250.0,1.0,15.0
9771,10000.0,50.0,250.0,1.0,15.0
9772,1.0,100.0,250.0,1.0,15.0
9773,10.0,100.0,250.0,1.0,15.0
9774,50.0,100.0,250.0,1.0,15.0
9775,100.0,100.0,250.0,1.0,15.0
9776,1000.0,100.0,250.0,1.0,15.0
9777,5000.0,100.0,250.0,1.0,15.0
9778,10000.0,100.0,250.0,1.0,15.0
9779,1.0,1000.0,250.0,1.0,15.0
9780,10.0,1000.0,250.0,1.0,15.0
9781,50.0,1000.0,250.0,1.0,15.0
9782,100.0,1000.0,250.0,1.0,15.0
9783,1000.0,1000.0,250.0,1.0,15.0
9784,5000.0,1000.0,250.0,1.0,15.0
9785,10000.0,1000.0,250.0,1.0,15.0
9786,1.0,5000.0,250.0,1.0,15.0
9787,10.0,5000.0,250.0,1.0,15.0
9788,50.0,5000.0,250.0,1.0,15.0
9789,100.0,5000.0,250.0,1.0,15.0
9790,1000.0,5000.0,250.0,1.0,15.0
9791,5000.0,5000.0,250.0,1.0,15.0
9792,10000.0,5000.0,250.0,1.0,15.0
9793,1.0,10000.0,250.0,1.0,15.0
9794,10.0,10000.0,250.0,1.0,15.0
9795,50.0,10000.0,250.0,1.0,15.0
9796,100.0,10000.0,250.0,1.0,15.0
9797,1000.0,10000.0,250.0,1.0,15.0
9798,5000.0,10000.0,250.0,1.0,15.0
9799,10000.0,10000.0,250.0,1.0,15.0
9800,1.0,1.0,500.0,1.0,15.0
9801,10.0,1.0,500.0,1.0,15.0
9802,50.0,1.0,500.0,1.0,15.0
9803,100.0,1.0,500.0,1.0,15.0
9804,1000.0,1.0,500.0,1.0,15.0
9805,5000.0,1.0,500.0,1.0,15.0
9806,10000.0,1.0,500.0,1.0,15.0
9807,1.0,10.0,500.0,1.0,15.0
9808,10.0,10.0,500.0,1.0,15.0
9809,50.0,10.0,500.0,1.0,15.0
9810,100.0,10.0,500.0,1.0,15.0
9811,1000.0,10.0,500.0,1.0,15.0
9812,5000.0,10.0,500.0,1.0,15.0
9813,10000.0,10.0,500.0,1.0,15.0
9814,1.0,50.0,500.0,1.0,15.0
9815,10.0,50.0,500.0,1.0,15.0
9816,50.0,50.0,500.0,1.0,15.0
9817,100.0,50.0,500.0,1.0,15.0
9818,1000.0,50.0,500.0,1.0,15.0
9819,5000.0,50.0,500.0,1.0,15.0
9820,10000.0,50.0,500.0,1.0,15.0
9821,1.0,100.0,500.0,1.0,15.0
9822,10.0,100.0,500.0,1.0,15.0
9823,50.0,100.0,500.0,1.0,15.0
9824,100.0,100.0,500.0,1.0,15.0
9825,1000.0,100.0,500.0,1.0,15.0
9826,5000.0,100.0,500.0,1.0,15.0
9827,10000.0,100.0,500.0,1.0,15.0
9828,1.0,1000.0,500.0,1.0,15.0
9829,10.0,1000.0,500.0,1.0,15.0
9830,50.0,1000.0,500.0,1.0,15.0
9831,100.0,1000.0,500.0,1.0,15.0
9832,1000.0,1000.0,500.0,1.0,15.0
9833,5000.0,1000.0,500.0,1.0,15.0
9834,10000.0,1000.0,500.0,1.0,15.0
9835,1.0,5000.0,500.0,1.0,15.0
9836,10.0,5000.0,500.0,1.0,15.0
9837,50.0,5000.0,500.0,1.0,15.0
9838,100.0,5000.0,500.0,1.0,15.0
9839,1000.0,5000.0,500.0,1.0,15.0
9840,5000.0,5000.0,500.0,1.0,15.0
9841,10000.0,5000.0,500.0,1.0,15.0
9842,1.0,10000.0,500.0,1.0,15.0
9843,10.0,10000.0,500.0,1.0,15.0
9844,50.0,10000.0,500.0,1.0,15.0
9845,100.0,10000.0,500.0,1.0,15.0
9846,1000.0,10000.0,500.0,1.0,15.0
9847,5000.0,10000.0,500.0,1.0,15.0
9848,10000.0,10000.0,500.0,1.0,15.0
9849,1.0,1.0,1000.0,1.0,15.0
9850,10.0,1.0,1000.0,1.0,15.0
9851,50.0,1.0,1000.0,1.0,15.0
9852,100.0,1.0,1000.0,1.0,15.0
9853,1000.0,1.0,1000.0,1.0,15.0
9854,5000.0,1.0,1000.0,1.0,15.0
9855,10000.0,1.0,1000.0,1.0,15.0
9856,1.0,10.0,1000.0,1.0,15.0
9857,10.0,10.0,1000.0,1.0,15.0
9858,50.0,10.0,1000.0,1.0,15.0
9859,100.0,10.0,1000.0,1.0,15.0
9860,1000.0,10.0,1000.0,1.0,15.0
9861,5000.0,10.0,1000.0,1.0,15.0
9862,10000.0,10.0,1000.0,1.0,15.0
9863,1.0,50.0,1000.0,1.0,15.0
9864,10.0,50.0,1000.0,1.0,15.0
9865,50.0,50.0,1000.0,1.0,15.0
9866,100.0,50.0,1000.0,1.0,15.0
9867,1000.0,50.0,1000.0,1.0,15.0
9868,5000.0,50.0,1000.0,1.0,15.0
9869,10000.0,50.0,1000.0,1.0,15.0
9870,1.0,100.0,1000.0,1.0,15.0
9871,10.0,100.0,1000.0,1.0,15.0
9872,50.0,100.0,1000.0,1.0,15.0
9873,100.0,100.0,1000.0,1.0,15.0
9874,1000.0,100.0,1000.0,1.0,15.0
9875,5000.0,100.0,1000.0,1.0,15.0
9876,10000.0,100.0,1000.0,1.0,15.0
9877,1.0,1000.0,1000.0,1.0,15.0
9878,10.0,1000.0,1000.0,1.0,15.0
9879,50.0,1000.0,1000.0,1.0,15.0
9880,100.0,1000.0,1000.0,1.0,15.0
9881,1000.0,1000.0,1000.0,1.0,15.0
9882,5000.0,1000.0,1000.0,1.0,15.0
9883,10000.0,1000.0,1000.0,1.0,15.0
9884,1.0,5000.0,1000.0,1.0,15.0
9885,10.0,5000.0,1000.0,1.0,15.0
9886,50.0,5000.0,1000.0,1.0,15.0
9887,100.0,5000.0,1000.0,1.0,15.0
9888,1000.0,5000.0,1000.0,1.0,15.0
9889,5000.0,5000.0,1000.0,1.0,15.0
9890,10000.0,5000.0,1000.0,1.0,15.0
9891,1.0,10000.0,1000.0,1.0,15.0
9892,10.0,10000.0,1000.0,1.0,15.0
9893,50.0,10000.0,1000.0,1.0,15.0
9894,100.0,10000.0,1000.0,1.0,15.0
9895,1000.0,10000.0,1000.0,1.0,15.0
9896,5000.0,10000.0,1000.0,1.0,15.0
9897,10000.0,10000.0,1000.0,1.0,15.0
9898,1.0,1.0,10000.0,1.0,15.0
9899,10.0,1.0,10000.0,1.0,15.0
9900,50.0,1.0,10000.0,1.0,15.0
9901,100.0,1.0,10000.0,1.0,15.0
9902,1000.0,1.0,10000.0,1.0,15.0
9903,5000.0,1.0,10000.0,1.0,15.0
9904,10000.0,1.0,10000.0,1.0,15.0
9905,1.0,10.0,10000.0,1.0,15.0
9906,10.0,10.0,10000.0,1.0,15.0
9907,50.0,10.0,10000.0,1.0,15.0
9908,100.0,10.0,10000.0,1.0,15.0
9909,1000.0,10.0,10000.0,1.0,15.0
9910,5000.0,10.0,10000.0,1.0,15.0
9911,10000.0,10.0,10000.0,1.0,15.0
9912,1.0,50.0,10000.0,1.0,15.0
9913,10.0,50.0,10000.0,1.0,15.0
9914,50.0,50.0,10000.0,1.0,15.0
9915,100.0,50.0,10000.0,1.0,15.0
9916,1000.0,50.0,10000.0,1.0,15.0
9917,5000.0,50.0,10000.0,1.0,15.0
9918,10000.0,50.0,10000.0,1.0,15.0
9919,1.0,100.0,10000.0,1.0,15.0
9920,10.0,100.0,10000.0,1.0,15.0
9921,50.0,100.0,10000.0,1.0,15.0
9922,100.0,100.0,10000.0,1.0,15.0
9923,1000.0,100.0,10000.0,1.0,15.0
9924,5000.0,100.0,10000.0,1.0,15.0
9925,10000.0,100.0,10000.0,1.0,15.0
9926,1.0,1000.0,10000.0,1.0,15.0
9927,10.0,1000.0,10000.0,1.0,15.0
9928,50.0,1000.0,10000.0,1.0,15.0
9929,100.0,1000.0,10000.0,1.0,15.0
9930,1000.0,1000.0,10000.0,1.0,15.0
9931,5000.0,1000.0,10000.0,1.0,15.0
9932,10000.0,1000.0,10000.0,1.0,15.0
9933,1.0,5000.0,10000.0,1.0,15.0
9934,10.0,5000.0,10000.0,1.0,15.0
9935,50.0,5000.0,10000.0,1.0,15.0
9936,100.0,5000.0,10000.0,1.0,15.0
9937,1000.0,5000.0,10000.0,1.0,15.0
9938,5000.0,5000.0,10000.0,1.0,15.0
9939,10000.0,5000.0,10000.0,1.0,15.0
9940,1.0,10000.0,10000.0,1.0,15.0
9941,10.0,10000.0,10000.0,1.0,15.0
9942,50.0,10000.0,10000.0,1.0,15.0
9943,100.0,10000.0,10000.0,1.0,15.0
9944,1000.0,10000.0,10000.0,1.0,15.0
9945,5000.0,10000.0,10000.0,1.0,15.0
9946,10000.0,10000.0,10000.0,1.0,15.0
9947,1.0,1.0,1.0,2.0,15.0
9948,10.0,1.0,1.0,2.0,15.0
9949,50.0,1.0,1.0,2.0,15.0
9950,100.0,1.0,1.0,2.0,15.0
9951,1000.0,1.0,1.0,2.0,15.0
9952,5000.0,1.0,1.0,2.0,15.0
9953,10000.0,1.0,1.0,2.0,15.0
9954,1.0,10.0,1.0,2.0,15.0
9955,10.0,10.0,1.0,2.0,15.0
9956,50.0,10.0,1.0,2.0,15.0
9957,100.0,10.0,1.0,2.0,15.0
9958,1000.0,10.0,1.0,2.0,15.0
9959,5000.0,10.0,1.0,2.0,15.0
9960,10000.0,10.0,1.0,2.0,15.0
9961,1.0,50.0,1.0,2.0,15.0
9962,10.0,50.0,1.0,2.0,15.0
9963,50.0,50.0,1.0,2.0,15.0
9964,100.0,50.0,1.0,2.0,15.0
9965,1000.0,50.0,1.0,2.0,15.0
9966,5000.0,50.0,1.0,2.0,15.0
9967,10000.0,50.0,1.0,2.0,15.0
9968,1.0,100.0,1.0,2.0,15.0
9969,10.0,100.0,1.0,2.0,15.0
9970,50.0,100.0,1.0,2.0,15.0
9971,100.0,100.0,1.0,2.0,15.0
9972,1000.0,100.0,1.0,2.0,15.0
9973,5000.0,100.0,1.0,2.0,15.0
9974,10000.0,100.0,1.0,2.0,15.0
9975,1.0,1000.0,1.0,2.0,15.0
9976,10.0,1000.0,1.0,2.0,15.0
9977,50.0,1000.0,1.0,2.0,15.0
9978,100.0,1000.0,1.0,2.0,15.0
9979,1000.0,1000.0,1.0,2.0,15.0
9980,5000.0,1000.0,1.0,2.0,15.0
9981,10000.0,1000.0,1.0,2.0,15.0
9982,1.0,5000.0,1.0,2.0,15.0
9983,10.0,5000.0,1.0,2.0,15.0
9984,50.0,5000.0,1.0,2.0,15.0
9985,100.0,5000.0,1.0,2.0,15.0
9986,1000.0,5000.0,1.0,2.0,15.0
9987,5000.0,5000.0,1.0,2.0,15.0
9988,10000.0,5000.0,1.0,2.0,15.0
9989,1.0,10000.0,1.0,2.0,15.0
9990,10.0,10000.0,1.0,2.0,15.0
9991,50.0,10000.0,1.0,2.0,15.0
9992,100.0,10000.0,1.0,2.0,15.0
9993,1000.0,10000.0,1.0,2.0,15.0
9994,5000.0,10000.0,1.0,2.0,15.0
9995,10000.0,10000.0,1.0,2.0,15.0
9996,1.0,1.0,10.0,2.0,15.0
9997,10.0,1.0,10.0,2.0,15.0
9998,50.0,1.0,10.0,2.0,15.0
9999,100.0,1.0,10.0,2.0,15.0
10000,1000.0,1.0,10.0,2.0,15.0
10001,5000.0,1.0,10.0,2.0,15.0
10002,10000.0,1.0,10.0,2.0,15.0
10003,1.0,10.0,10.0,2.0,15.0
10004,10.0,10.0,10.0,2.0,15.0
10005,50.0,10.0,10.0,2.0,15.0
10006,100.0,10.0,10.0,2.0,15.0
10007,1000.0,10.0,10.0,2.0,15.0
10008,5000.0,10.0,10.0,2.0,15.0
10009,10000.0,10.0,10.0,2.0,15.0
10010,1.0,50.0,10.0,2.0,15.0
10011,10.0,50.0,10.0,2.0,15.0
10012,50.0,50.0,10.0,2.0,15.0
10013,100.0,50.0,10.0,2.0,15.0
10014,1000.0,50.0,10.0,2.0,15.0
10015,5000.0,50.0,10.0,2.0,15.0
10016,10000.0,50.0,10.0,2.0,15.0
10017,1.0,100.0,10.0,2.0,15.0
10018,10.0,100.0,10.0,2.0,15.0
10019,50.0,100.0,10.0,2.0,15.0
10020,100.0,100.0,10.0,2.0,15.0
10021,1000.0,100.0,10.0,2.0,15.0
10022,5000.0,100.0,10.0,2.0,15.0
10023,10000.0,100.0,10.0,2.0,15.0
10024,1.0,1000.0,10.0,2.0,15.0
10025,10.0,1000.0,10.0,2.0,15.0
10026,50.0,1000.0,10.0,2.0,15.0
10027,100.0,1000.0,10.0,2.0,15.0
10028,1000.0,1000.0,10.0,2.0,15.0
10029,5000.0,1000.0,10.0,2.0,15.0
10030,10000.0,1000.0,10.0,2.0,15.0
10031,1.0,5000.0,10.0,2.0,15.0
10032,10.0,5000.0,10.0,2.0,15.0
10033,50.0,5000.0,10.0,2.0,15.0
10034,100.0,5000.0,10.0,2.0,15.0
10035,1000.0,5000.0,10.0,2.0,15.0
10036,5000.0,5000.0,10.0,2.0,15.0
10037,10000.0,5000.0,10.0,2.0,15.0
10038,1.0,10000.0,10.0,2.0,15.0
10039,10.0,10000.0,10.0,2.0,15.0
10040,50.0,10000.0,10.0,2.0,15.0
10041,100.0,10000.0,10.0,2.0,15.0
10042,1000.0,10000.0,10.0,2.0,15.0
10043,5000.0,10000.0,10.0,2.0,15.0
10044,10000.0,10000.0,10.0,2.0,15.0
10045,1.0,1.0,100.0,2.0,15.0
10046,10.0,1.0,100.0,2.0,15.0
10047,50.0,1.0,100.0,2.0,15.0
10048,100.0,1.0,100.0,2.0,15.0
10049,1000.0,1.0,100.0,2.0,15.0
10050,5000.0,1.0,100.0,2.0,15.0
10051,10000.0,1.0,100.0,2.0,15.0
10052,1.0,10.0,100.0,2.0,15.0
10053,10.0,10.0,100.0,2.0,15.0
10054,50.0,10.0,100.0,2.0,15.0
10055,100.0,10.0,100.0,2.0,15.0
10056,1000.0,10.0,100.0,2.0,15.0
10057,5000.0,10.0,100.0,2.0,15.0
10058,10000.0,10.0,100.0,2.0,15.0
10059,1.0,50.0,100.0,2.0,15.0
10060,10.0,50.0,100.0,2.0,15.0
10061,50.0,50.0,100.0,2.0,15.0
10062,100.0,50.0,100.0,2.0,15.0
10063,1000.0,50.0,100.0,2.0,15.0
10064,5000.0,50.0,100.0,2.0,15.0
10065,10000.0,50.0,100.0,2.0,15.0
10066,1.0,100.0,100.0,2.0,15.0
10067,10.0,100.0,100.0,2.0,15.0
10068,50.0,100.0,100.0,2.0,15.0
10069,100.0,100.0,100.0,2.0,15.0
10070,1000.0,100.0,100.0,2.0,15.0
10071,5000.0,100.0,100.0,2.0,15.0
10072,10000.0,100.0,100.0,2.0,15.0
10073,1.0,1000.0,100.0,2.0,15.0
10074,10.0,1000.0,100.0,2.0,15.0
10075,50.0,1000.0,100.0,2.0,15.0
10076,100.0,1000.0,100.0,2.0,15.0
10077,1000.0,1000.0,100.0,2.0,15.0
10078,5000.0,1000.0,100.0,2.0,15.0
10079,10000.0,1000.0,100.0,2.0,15.0
10080,1.0,5000.0,100.0,2.0,15.0
10081,10.0,5000.0,100.0,2.0,15.0
10082,50.0,5000.0,100.0,2.0,15.0
10083,100.0,5000.0,100.0,2.0,15.0
10084,1000.0,5000.0,100.0,2.0,15.0
10085,5000.0,5000.0,100.0,2.0,15.0
10086,10000.0,5000.0,100.0,2.0,15.0
10087,1.0,10000.0,100.0,2.0,15.0
10088,10.0,10000.0,100.0,2.0,15.0
10089,50.0,10000.0,100.0,2.0,15.0
10090,100.0,10000.0,100.0,2.0,15.0
10091,1000.0,10000.0,100.0,2.0,15.0
10092,5000.0,10000.0,100.0,2.0,15.0
10093,10000.0,10000.0,100.0,2.0,15.0
10094,1.0,1.0,250.0,2.0,15.0
10095,10.0,1.0,250.0,2.0,15.0
10096,50.0,1.0,250.0,2.0,15.0
10097,100.0,1.0,250.0,2.0,15.0
10098,1000.0,1.0,250.0,2.0,15.0
10099,5000.0,1.0,250.0,2.0,15.0
10100,10000.0,1.0,250.0,2.0,15.0
10101,1.0,10.0,250.0,2.0,15.0
10102,10.0,10.0,250.0,2.0,15.0
10103,50.0,10.0,250.0,2.0,15.0
10104,100.0,10.0,250.0,2.0,15.0
10105,1000.0,10.0,250.0,2.0,15.0
10106,5000.0,10.0,250.0,2.0,15.0
10107,10000.0,10.0,250.0,2.0,15.0
10108,1.0,50.0,250.0,2.0,15.0
10109,10.0,50.0,250.0,2.0,15.0
10110,50.0,50.0,250.0,2.0,15.0
10111,100.0,50.0,250.0,2.0,15.0
10112,1000.0,50.0,250.0,2.0,15.0
10113,5000.0,50.0,250.0,2.0,15.0
10114,10000.0,50.0,250.0,2.0,15.0
10115,1.0,100.0,250.0,2.0,15.0
10116,10.0,100.0,250.0,2.0,15.0
10117,50.0,100.0,250.0,2.0,15.0
10118,100.0,100.0,250.0,2.0,15.0
10119,1000.0,100.0,250.0,2.0,15.0
10120,5000.0,100.0,250.0,2.0,15.0
10121,10000.0,100.0,250.0,2.0,15.0
10122,1.0,1000.0,250.0,2.0,15.0
10123,10.0,1000.0,250.0,2.0,15.0
10124,50.0,1000.0,250.0,2.0,15.0
10125,100.0,1000.0,250.0,2.0,15.0
10126,1000.0,1000.0,250.0,2.0,15.0
10127,5000.0,1000.0,250.0,2.0,15.0
10128,10000.0,1000.0,250.0,2.0,15.0
10129,1.0,5000.0,250.0,2.0,15.0
10130,10.0,5000.0,250.0,2.0,15.0
10131,50.0,5000.0,250.0,2.0,15.0
10132,100.0,5000.0,250.0,2.0,15.0
10133,1000.0,5000.0,250.0,2.0,15.0
10134,5000.0,5000.0,250.0,2.0,15.0
10135,10000.0,5000.0,250.0,2.0,15.0
10136,1.0,10000.0,250.0,2.0,15.0
10137,10.0,10000.0,250.0,2.0,15.0
10138,50.0,10000.0,250.0,2.0,15.0
10139,100.0,10000.0,250.0,2.0,15.0
10140,1000.0,10000.0,250.0,2.0,15.0
10141,5000.0,10000.0,250.0,2.0,15.0
10142,10000.0,10000.0,250.0,2.0,15.0
10143,1.0,1.0,500.0,2.0,15.0
10144,10.0,1.0,500.0,2.0,15.0
10145,50.0,1.0,500.0,2.0,15.0
10146,100.0,1.0,500.0,2.0,15.0
10147,1000.0,1.0,500.0,2.0,15.0
10148,5000.0,1.0,500.0,2.0,15.0
10149,10000.0,1.0,500.0,2.0,15.0
10150,1.0,10.0,500.0,2.0,15.0
10151,10.0,10.0,500.0,2.0,15.0
10152,50.0,10.0,500.0,2.0,15.0
10153,100.0,10.0,500.0,2.0,15.0
10154,1000.0,10.0,500.0,2.0,15.0
10155,5000.0,10.0,500.0,2.0,15.0
10156,10000.0,10.0,500.0,2.0,15.0
10157,1.0,50.0,500.0,2.0,15.0
10158,10.0,50.0,500.0,2.0,15.0
10159,50.0,50.0,500.0,2.0,15.0
10160,100.0,50.0,500.0,2.0,15.0
10161,1000.0,50.0,500.0,2.0,15.0
10162,5000.0,50.0,500.0,2.0,15.0
10163,10000.0,50.0,500.0,2.0,15.0
10164,1.0,100.0,500.0,2.0,15.0
10165,10.0,100.0,500.0,2.0,15.0
10166,50.0,100.0,500.0,2.0,15.0
10167,100.0,100.0,500.0,2.0,15.0
10168,1000.0,100.0,500.0,2.0,15.0
10169,5000.0,100.0,500.0,2.0,15.0
10170,10000.0,100.0,500.0,2.0,15.0
10171,1.0,1000.0,500.0,2.0,15.0
10172,10.0,1000.0,500.0,2.0,15.0
10173,50.0,1000.0,500.0,2.0,15.0
10174,100.0,1000.0,500.0,2.0,15.0
10175,1000.0,1000.0,500.0,2.0,15.0
10176,5000.0,1000.0,500.0,2.0,15.0
10177,10000.0,1000.0,500.0,2.0,15.0
10178,1.0,5000.0,500.0,2.0,15.0
10179,10.0,5000.0,500.0,2.0,15.0
10180,50.0,5000.0,500.0,2.0,15.0
10181,100.0,5000.0,500.0,2.0,15.0
10182,1000.0,5000.0,500.0,2.0,15.0
10183,5000.0,5000.0,500.0,2.0,15.0
10184,10000.0,5000.0,500.0,2.0,15.0
10185,1.0,10000.0,500.0,2.0,15.0
10186,10.0,10000.0,500.0,2.0,15.0
10187,50.0,10000.0,500.0,2.0,15.0
10188,100.0,10000.0,500.0,2.0,15.0
10189,1000.0,10000.0,500.0,2.0,15.0
10190,5000.0,10000.0,500.0,2.0,15.0
10191,10000.0,10000.0,500.0,2.0,15.0
10192,1.0,1.0,1000.0,2.0,15.0
10193,10.0,1.0,1000.0,2.0,15.0
10194,50.0,1.0,1000.0,2.0,15.0
10195,100.0,1.0,1000.0,2.0,15.0
10196,1000.0,1.0,1000.0,2.0,15.0
10197,5000.0,1.0,1000.0,2.0,15.0
10198,10000.0,1.0,1000.0,2.0,15.0
10199,1.0,10.0,1000.0,2.0,15.0
10200,10.0,10.0,1000.0,2.0,15.0
10201,50.0,10.0,1000.0,2.0,15.0
10202,100.0,10.0,1000.0,2.0,15.0
10203,1000.0,10.0,1000.0,2.0,15.0
10204,5000.0,10.0,1000.0,2.0,15.0
10205,10000.0,10.0,1000.0,2.0,15.0
10206,1.0,50.0,1000.0,2.0,15.0
10207,10.0,50.0,1000.0,2.0,15.0
